timestamp,nowSSID,nowBSSID,nowlevel,SSID,BSSID,level,deviceName,deviceAddress,rssi,BLEdeviceName,BLEdeviceAddress,BLErssi,cellinfo
1736674579195,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674580201,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674581217,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674570054,,,,"",1a:f2:2c:2b:25:36,-95,,,,,,,
1736674570181,,,,"MERCURY_2.4G_218A",d4:84:09:b4:21:8a,-72,,,,,,,
1736674570181,,,,"MERCURY_2.4G_EB82",d4:84:09:26:eb:82,-72,,,,,,,
1736674570181,,,,"CMCC-jCnR",8c:de:f9:53:31:03,-91,,,,,,,
1736674570181,,,,"fam66",18:f2:2c:0b:25:36,-91,,,,,,,
1736674569768,,,,"",62:02:14:7a:28:ba,-88,,,,,,,
1736674570181,,,,"CMCC-CF7hj",88:6e:dd:1d:cf:73,-94,,,,,,,
1736674570034,,,,"",30:7b:ac:ca:a0:2c,-94,,,,,,,
1736674579278,,,,,,,,,,,,,
1736674580253,,,,,,,,,,,,,
1736674581312,,,,,,,,,,,,,
1736674582221,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674583236,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674584238,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674582278,,,,,,,,,,,,,
1736674583323,,,,,,,,,,,,,
1736674584292,,,,,,,,,,,,,
1736674585246,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674586248,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674587256,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674585169,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-96,,,,
1736674585164,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-96,
1736674585685,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-92,
1736674585904,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-95,
1736674585961,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-94,
1736674586436,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-96,
1736674587035,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-95,
1736674587253,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-92,
1736674585357,,,,,,,,,,,,,
1736674586299,,,,,,,,,,,,,
1736674587353,,,,,,,,,,,,,
1736674588260,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674589271,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674590280,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674589731,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-94,,,,
1736674589980,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-93,,,,
1736674587574,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-87,
1736674587856,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-91,
1736674588031,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-87,
1736674588115,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-89,
1736674588318,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-96,
1736674588372,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-92,
1736674588615,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-89,
1736674588921,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-93,
1736674589177,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-93,
1736674589197,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-91,
1736674589364,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-95,
1736674589458,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-93,
