timestamp,nowSSID,nowBSSID,nowlevel,SSID,BSSID,level,deviceName,deviceAddress,rssi,BLEdeviceName,BLEdeviceAddress,BLErssi,cellinfo
1736674589718,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-94,
1736674589899,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-95,
1736674589920,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-94,
1736674589977,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-93,
1736674589983,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-93,
1736674589995,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-95,
1736674590254,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-93,
1736674588317,,,,,,,,,,,,,
1736674589350,,,,,,,,,,,,,
1736674590322,,,,,,,,,,,,,
1736674591289,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674592296,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674593309,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674590798,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-93,
1736674590817,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-93,
1736674591373,,,,,,,,,,,,,
1736674592328,,,,,,,,,,,,,
1736674593374,,,,,,,,,,,,,
1736674594324,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674595329,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674596332,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674594336,,,,,,,,,,,,,
1736674595388,,,,,,,,,,,,,
1736674596347,,,,,,,,,,,,,
1736674597338,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674598343,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674599347,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674597412,,,,,,,,,,,,,
1736674598375,,,,,,,,,,,,,
1736674599443,,,,,,,,,,,,,
1736674600352,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674601366,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674602380,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674600374,,,,,,,,,,,,,
1736674601434,,,,,,,,,,,,,
1736674602410,,,,,,,,,,,,,
1736674603387,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674604394,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674605397,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674603458,,,,,,,,,,,,,
1736674604426,,,,,,,,,,,,,
1736674605492,,,,,,,,,,,,,
1736674606403,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674607412,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674608417,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674606450,,,,,,,,,,,,,
1736674607490,,,,,,,,,,,,,
1736674608460,,,,,,,,,,,,,
1736674609431,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674610442,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674611460,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674609517,,,,,,,,,,,,,
1736674610478,,,,,,,,,,,,,
1736674611535,,,,,,,,,,,,,
1736674612476,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674613481,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674612490,,,,,,,,,,,,,
1736674613568,,,,,,,,,,,,,
