timestamp,nowSSID,nowBSSID,nowlevel,SSID,BSSID,level,deviceName,deviceAddress,rssi,BLEdeviceName,BLEdeviceAddress,BLErssi,cellinfo
1736674542355,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-73,
1736674539881,,,,,,,,,,,,,
1736674540853,,,,,,,,,,,,,
1736674541884,,,,,,,,,,,,,
1736674542839,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674543848,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674544859,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674542636,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-91,,,,
1736674543982,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-88,,,,
1736674543988,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-93,,,,
1736674544056,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-75,,,,
1736674544257,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-95,,,,
1736674542618,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-91,
1736674542736,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-91,
1736674543125,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-93,
1736674543137,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-93,
1736674543243,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-92,
1736674543454,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-88,
1736674543454,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-95,
1736674543504,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-91,
1736674543518,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-96,
1736674543963,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-88,
1736674543978,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-93,
1736674544043,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-88,
1736674544043,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-75,
1736674544065,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-82,
1736674544248,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-95,
1736674544258,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-92,
1736674544308,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-94,
1736674544323,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-93,
1736674544505,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-93,
1736674544767,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-96,
1736674544845,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-96,
1736674545025,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-93,
1736674545043,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-90,
1736674545059,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-88,
1736674545112,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-96,
1736674545115,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-73,
1736674545347,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-89,
1736674545385,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-88,
1736674545403,,,,,,,,,,"U-EWH26DE",04:E2:29:0F:26:DF,-93,
1736674542858,,,,,,,,,,,,,
1736674543917,,,,,,,,,,,,,
1736674544879,,,,,,,,,,,,,
1736674545867,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674546878,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674547882,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674545403,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-92,
1736674545408,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-90,
1736674545687,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-89,
1736674545847,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-74,
1736674545862,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-88,
1736674545945,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-87,
1736674546143,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-83,
1736674546211,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-88,
1736674546392,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-74,
1736674546392,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-90,
1736674546427,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-89,
1736674546667,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-91,
1736674546676,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-90,
1736674546753,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-96,
1736674546954,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-94,
1736674547018,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-73,
1736674547035,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-94,
1736674547226,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-83,
1736674547280,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-96,
1736674547475,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-93,
1736674547497,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-97,
1736674547780,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-95,
1736674548284,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-78,
1736674548364,,,,,,,,,,"U-EWH6FEA",18:A7:F1:5D:6F:EB,-97,
1736674548402,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-78,
1736674545932,,,,,,,,,,,,,
1736674546896,,,,,,,,,,,,,
1736674547960,,,,,,,,,,,,,
1736674548884,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674549886,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674550913,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674548560,,,,,,,,,,"U-EWHBFBE",04:E2:29:06:BF:BF,-96,
1736674548920,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-72,
1736674549124,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-79,
1736674549652,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-83,
1736674549748,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-70,
1736674550187,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-71,
1736674550503,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-81,
1736674550816,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-80,
1736674548919,,,,,,,,,,,,,
1736674549967,,,,,,,,,,,,,
1736674550937,,,,,,,,,,,,,
1736674551921,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674552926,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674553932,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674554325,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-71,,,,
1736674551552,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-80,
1736674552092,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-82,
1736674553231,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-74,
1736674554308,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-71,
1736674551996,,,,,,,,,,,,,
1736674552950,,,,,,,,,,,,,
1736674554009,,,,,,,,,,,,,
1736674554939,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674555947,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674556964,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674555148,,,,"MERCURY_2.4G_218A",d4:84:09:b4:21:8a,-69,,,,,,,
1736674554505,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-89,
1736674556734,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-78,
1736674556942,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-70,
1736674554980,,,,,,,,,,,,,
1736674556019,,,,,,,,,,,,,
1736674556994,,,,,,,,,,,,,
1736674557969,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674558988,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674559992,<unknown ssid>,00:00:00:00:00:00,-127,,,,,,,,,,
1736674558126,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-94,,,,
1736674557478,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-78,
1736674558108,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-94,
1736674558843,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-84,
1736674559146,,,,,,,,,,"TK_2352201213",E0:4E:7A:02:D6:6E,-80,
1736674558031,,,,,,,,,,,,,
1736674559025,,,,,,,,,,,,,
